공고번호,축종,품종,털색,성별,중성화_여부,특징,접수일시,구조사유,발생장소,공고기간,관할보호센터명,보호장소,전화번호,관할기관,담당자,연락처,특이사항,url,url2
제주-제주-2022-02271,개,믹스견,검정,암컷,아니오,개체관리번호 2041 - 8개월,2022-06-20,,제주시 삼도이동 삼도 119센터,2022-06-21 ~ 2022-07-01 ,제주 동물보호센터 ,제주특별자치도 제주시 첨단동길 184-14 (용강동)   ,064-710-4065 ,제주특별자치도  ,제주동물보호센터 ,064-710-4065, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206210906976_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206210906976.jpg
제주-제주-2022-02270,개,포인터,흰갈,수컷,아니오,개체관리번호 2040 - 4개월/빨간목줄,2022-06-20,,제주시 애월읍 애월읍사무소,2022-06-21 ~ 2022-07-01 ,제주 동물보호센터 ,제주특별자치도 제주시 첨단동길 184-14 (용강동)   ,064-710-4065 ,제주특별자치도  ,제주동물보호센터 ,064-710-4065, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206210906292_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206210906292.jpg
제주-제주-2022-02269,개,믹스견,갈색,수컷,아니오,개체관리번호 2039 - 경계심,2022-06-20,,서귀포시 남원읍 위미리 560-3,2022-06-21 ~ 2022-07-01 ,제주 동물보호센터 ,제주특별자치도 제주시 첨단동길 184-14 (용강동)   ,064-710-4065 ,제주특별자치도  ,제주동물보호센터 ,064-710-4065, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/20220621090685_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/20220621090685.jpg
제주-제주-2022-02268,개,믹스견,흰검,암컷,아니오,개체관리번호 2038 - 2개월,2022-06-20,,서귀포시 성산읍 신산포구,2022-06-21 ~ 2022-07-01 ,제주 동물보호센터 ,제주특별자치도 제주시 첨단동길 184-14 (용강동)   ,064-710-4065 ,제주특별자치도  ,제주동물보호센터 ,064-710-4065, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/20220621090680_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/20220621090680.jpg
제주-제주-2022-02267,개,믹스견,브린들,암컷,아니오,개체관리번호 2037 - 2개월,2022-06-20,,서귀포시 성산읍 신산포구,2022-06-21 ~ 2022-07-01 ,제주 동물보호센터 ,제주특별자치도 제주시 첨단동길 184-14 (용강동)   ,064-710-4065 ,제주특별자치도  ,제주동물보호센터 ,064-710-4065, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206210906996_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206210906996.jpg
제주-제주-2022-02266,개,믹스견,브린들,암컷,아니오,개체관리번호 2036 - 2개월,2022-06-20,,서귀포시 성산읍 신산포구,2022-06-21 ~ 2022-07-01 ,제주 동물보호센터 ,제주특별자치도 제주시 첨단동길 184-14 (용강동)   ,064-710-4065 ,제주특별자치도  ,제주동물보호센터 ,064-710-4065, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206210906657_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206210906657.jpg
제주-제주-2022-02265,개,믹스견,브린들,암컷,아니오,개체관리번호 2035 - 2개월,2022-06-20,,서귀포시 성산읍 신산포구,2022-06-21 ~ 2022-07-01 ,제주 동물보호센터 ,제주특별자치도 제주시 첨단동길 184-14 (용강동)   ,064-710-4065 ,제주특별자치도  ,제주동물보호센터 ,064-710-4065, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206210906629_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206210906629.jpg
제주-제주-2022-02264,개,믹스견,브린들,수컷,아니오,개체관리번호 2034 - 2개월,2022-06-20,,서귀포시 성산읍 신산포구,2022-06-21 ~ 2022-07-01 ,제주 동물보호센터 ,제주특별자치도 제주시 첨단동길 184-14 (용강동)   ,064-710-4065 ,제주특별자치도  ,제주동물보호센터 ,064-710-4065, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206210906664_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206210906664.jpg
제주-제주-2022-02263,개,믹스견,브린들,수컷,아니오,개체관리번호 2033 - 2개월,2022-06-20,,서귀포시 성산읍 신산포구,2022-06-21 ~ 2022-07-01 ,제주 동물보호센터 ,제주특별자치도 제주시 첨단동길 184-14 (용강동)   ,064-710-4065 ,제주특별자치도  ,제주동물보호센터 ,064-710-4065, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206210906753_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206210906753.jpg
제주-제주-2022-02262,개,믹스견,브린들,수컷,아니오,개체관리번호 2032 - 2개월,2022-06-20,,서귀포시 성산읍 신산포구,2022-06-21 ~ 2022-07-01 ,제주 동물보호센터 ,제주특별자치도 제주시 첨단동길 184-14 (용강동)   ,064-710-4065 ,제주특별자치도  ,제주동물보호센터 ,064-710-4065, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206210906119_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206210906119.jpg
경남-양산-2022-00133,개,믹스견,흰색갈색,암컷,미상,검정갈색흰색 다리골절,2022-06-20,,동원과학기술대학교,2022-06-21 ~ 2022-07-01 ,양산시 동물보호센터 ,경상남도 양산시 동면 석산리  392 양산시농업기술센터 ,055-392-5669 ,경상남도 양산시  ,양산시 ,055-392-5663, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211706120_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211706120.jpg
경남-거제-2022-00528,개,믹스견,"검정,흰색",암컷,아니오,마르고 진드기많음,2022-06-20,유기견발생,송정충원묘지공원 근처,2022-06-21 ~ 2022-07-01 ,거제시유기동물보호소 ,"경상남도 거제시 사등면 두동로1길 109 (사등면, 한국자원재생공사폐비닐적재장)  거제시유기동물보호소 ",055-639-6368 ,경상남도 거제시  ,김부근 ,055-639-6366, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211206136_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211206136.jpg
경남-밀양-2022-00929,개,믹스견,블랙,수컷,아니오,테리어 느낌의 귀여운 아이,2022-06-20,,단장,2022-06-21 ~ 2022-07-01 ,밀양시동물보호센터 ,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍)   ,010-5656-6665 ,경상남도 밀양시  ,밀양시 ,055-359-7186, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211306875[1]_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211306875[1].jpg
경남-김해-2022-00754,개,믹스견,"갈색, 흰색",암컷,미상,"1-527, 6개월 추정, 활발하고 온순함, 사람을 잘 따름",2022-06-20,유기견,"대동면 대동로 597, 대동파출소",2022-06-21 ~ 2022-07-01 ,부산동물보호센터 ,부산광역시 강서구 맥도강변길 752-15 (대저2동)   ,051-832-7119 ,경상남도 김해시  ,김해시 ,055-350-4133, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206211006600_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206211006600.jpg
경남-김해-2022-00753,개,믹스견,"갈색, 흰색",수컷,미상,"1-526, 강렬한 인상의 얼굴과 듬직한 체구, 온순함, 사람을 잘 따름",2022-06-20,유기견,대동면 동남로 91번길 18-6,2022-06-21 ~ 2022-07-01 ,부산동물보호센터 ,부산광역시 강서구 맥도강변길 752-15 (대저2동)   ,051-832-7119 ,경상남도 김해시  ,김해시 ,055-350-4133, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206211006584_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206211006584.jpg
경남-통영-2022-00204,개,믹스견,흰색,암컷,아니오,검정 목줄 착용,2022-06-20,,용남면 대방포마을,2022-06-21 ~ 2022-07-01 ,통영시동물보호센터 ,경상남도 통영시 광도면 전두1길 9-8   ,055-650-6253 ,경상남도 통영시  ,정소연 ,055-650-6253, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/20220621140636_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/20220621140636.jpg
경남-통영-2022-00203,개,믹스견,흰색,수컷,아니오,"파랑 목줄 착용, 겁이 많음",2022-06-20,,용남면 대방포마을,2022-06-21 ~ 2022-07-01 ,통영시동물보호센터 ,경상남도 통영시 광도면 전두1길 9-8   ,055-650-6253 ,경상남도 통영시  ,정소연 ,055-650-6253, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206211406607_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206211406607.jpg
경남-통영-2022-00202,개,믹스견,흰색,암컷,아니오,빨강색 목줄 착용,2022-06-20,,용남면 대방포마을,2022-06-21 ~ 2022-07-01 ,통영시동물보호센터 ,경상남도 통영시 광도면 전두1길 9-8   ,055-650-6253 ,경상남도 통영시  ,정소연 ,055-650-6253, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206211306410_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206211306410.jpg
경북-문경-2022-00219,개,믹스견,황색,수컷,아니오,"공고216번 새끼, 일주일령 3마리 함께구조",2022-06-20,,문경고요,2022-06-21 ~ 2022-06-28 ,종합가축병원 ,경상북도 문경시 중앙로 170 (흥덕동)  종합가축병원 ,054-552-2233 ,경상북도 문경시  ,문경시 유통축산과 ,054-550-6282, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206211006740_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206211006740.jpg
경북-문경-2022-00218,개,믹스견,흰색,수컷,아니오,"공고216번 새끼, 일주일령 3마리 함께구조",2022-06-20,,문경고요,2022-06-21 ~ 2022-06-28 ,종합가축병원 ,경상북도 문경시 중앙로 170 (흥덕동)  종합가축병원 ,054-552-2233 ,경상북도 문경시  ,문경시 유통축산과 ,054-550-6282, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206211006586_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206211006586.jpg
경북-문경-2022-00217,개,믹스견,흰색,암컷,아니오,공고216번 새끼 3마리 함께구조,2022-06-20,,문경고요,2022-06-21 ~ 2022-06-28 ,종합가축병원 ,경상북도 문경시 중앙로 170 (흥덕동)  종합가축병원 ,054-552-2233 ,경상북도 문경시  ,문경시 유통축산과 ,054-550-6282, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206211006313_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206211006313.jpg
전남-담양-2022-00176,개,라브라도 리트리버,금색,암컷,아니오,"온순함, 파보 음성, 구충제 복용, 심장사상충 양성",2022-06-20,오래전부터 장어양식장 주변을 배회하여 신고,금성면 담순로 376,2022-06-21 ~ 2022-07-05 ,담양군 동물보호센터 ,전라남도 담양군 용면 시암골로 280-57 (용면)  :용면 두장리 21번지 ,010-3604-1338 ,전라남도 담양군  ,박찬호 ,061-380-2724, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211706732_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211706732.jpg
충남-논산-2022-00206,개,믹스견,백색,암컷,아니오,"(목,엉덩이 등)피부상처,유선발달, 순함, 종합/광견병백신(6.20), CDV/CPV/CCV음성(6.20)",2022-06-20,민원인이 소방서 신고 후 구조,연산면 한전리 335-1 부근,2022-06-21 ~ 2022-07-01 ,논산시 동물보호센터 ,충청남도 논산시 계백로665번길 100 (등화동)  논산시 동물보호센터 더함 ,041-746-8475 ,충청남도 논산시  ,논산시 ,041-746-8471, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206211506884_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206211506884.jpg
충남-서산-2022-00379,개,믹스견,흰색,수컷,미상,약간 경계,2022-06-20,,대산읍 물안3길 129,2022-06-21 ~ 2022-06-28 ,서산시 동물보호센터 ,충청남도 서산시 인지면 무학재1길 99   ,041-660-2040 ,충청남도 서산시  ,신봉수 ,041-660-2040, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/20220621150684_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/20220621150684.jpg
충남-서산-2022-00378,개,믹스견,갈색,암컷,미상,"순함, 사람 잘 따름",2022-06-20,,대산읍 물안3길 129,2022-06-21 ~ 2022-06-28 ,서산시 동물보호센터 ,충청남도 서산시 인지면 무학재1길 99   ,041-660-2040 ,충청남도 서산시  ,신봉수 ,041-660-2040, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211506134_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211506134.jpg
충남-천안-2022-00541,개,믹스견,흰갈색,수컷,아니오,3개월령,2022-06-20,,천안시 동남구 정골1길115 도로변 방황,2022-06-21 ~ 2022-07-01 ,유실유기동물보호소 ,충청남도 천안시 동남구 충절로 437 (삼룡동)   ,010-5913-5119 ,충청남도 천안시  ,이성일 ,041-521-5735, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206201806813_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206201806813.jpg
충남-천안-2022-00539,개,푸들,흰색,암컷,아니오,눈물자국 심함,2022-06-20,,천안시 서북구 성환119안전센타,2022-06-21 ~ 2022-07-01 ,유실유기동물보호소 ,충청남도 천안시 동남구 충절로 437 (삼룡동)   ,010-5913-5119 ,충청남도 천안시  ,이성일 ,041-521-5735, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206201706341_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206201706341.jpg
충북-충주-2022-00173,개,믹스견,갈색,암컷,아니오,"순하고 사람좋아함,목줄착용,사상충양성",2022-06-20,,엄정면 파출소,2022-06-21 ~ 2022-06-28 ,충주시동물보호센터 ,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면)   ,043-851-3168 ,충청북도 충주시  ,충주시 ,043-850-5864, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211606761_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211606761.jpg
충북-충주-2022-00172,개,믹스견,흰검,수컷,아니오,"순함, 신고자의하면 혼자 돌아다녔다함",2022-06-20,,달천 상하수도 처리장 인근,2022-06-21 ~ 2022-06-28 ,충주시동물보호센터 ,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면)   ,043-851-3168 ,충청북도 충주시  ,충주시 ,043-850-5864, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/20220621060694_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/20220621060694.jpg
충북-충주-2022-00171,개,믹스견,흰갈,암컷,아니오,146번의 새끼 분양가능,2022-06-20,,살미면 용천리 280-15,2022-06-21 ~ 2022-06-28 ,충주시동물보호센터 ,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면)   ,043-851-3168 ,충청북도 충주시  ,충주시 ,043-850-5864, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206210606578_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206210606578.jpg
충북-충주-2022-00170,개,믹스견,흰갈,암컷,아니오,146번의 새끼 분양가능,2022-06-20,,살미면 용천리 280-15,2022-06-21 ~ 2022-06-28 ,충주시동물보호센터 ,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면)   ,043-851-3168 ,충청북도 충주시  ,충주시 ,043-850-5864, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206210606712_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206210606712.jpg
충북-충주-2022-00169,개,믹스견,흰갈,암컷,아니오,146번의 새끼 분양가능,2022-06-20,,살미면 용천리 280-15,2022-06-21 ~ 2022-06-28 ,충주시동물보호센터 ,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면)   ,043-851-3168 ,충청북도 충주시  ,충주시 ,043-850-5864, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206210606537_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206210606537.jpg
충북-충주-2022-00168,개,믹스견,흰갈,수컷,아니오,146번의 새끼 분양가능,2022-06-20,,살미면 용천리 280-15,2022-06-21 ~ 2022-06-28 ,충주시동물보호센터 ,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면)   ,043-851-3168 ,충청북도 충주시  ,충주시 ,043-850-5864, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206210606480_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206210606480.jpg
충북-충주-2022-00167,개,믹스견,흰갈,수컷,아니오,146번의 새끼 분양가능,2022-06-20,,살미면 용천리 280-15,2022-06-21 ~ 2022-06-28 ,충주시동물보호센터 ,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면)   ,043-851-3168 ,충청북도 충주시  ,충주시 ,043-850-5864, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206210606690_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206210606690.jpg
충북-충주-2022-00166,개,믹스견,흰갈,수컷,아니오,146번의 새끼 분양가능,2022-06-20,,살미면 용천리 280-15,2022-06-21 ~ 2022-06-28 ,충주시동물보호센터 ,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면)   ,043-851-3168 ,충청북도 충주시  ,충주시 ,043-850-5864, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206210606430_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206210606430.jpg
강원-영월-2022-00063,개,믹스견,갈색,암컷,아니오,특이사항 없음,2022-06-20,,중앙로 167-3,2022-06-21 ~ 2022-07-01 ,영월군위탁동물보호소 ,강원도 영월군 영월읍 덕포우회길 329   ,033-370-2392 ,강원도 영월군  ,가축방역 ,033-370-1613, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211206365_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211206365.png
강원-영월-2022-00062,개,믹스견,갈색,수컷,아니오,특이사항 없음,2022-06-20,,중앙로 167-3,2022-06-21 ~ 2022-07-01 ,영월군위탁동물보호소 ,강원도 영월군 영월읍 덕포우회길 329   ,033-370-2392 ,강원도 영월군  ,가축방역 ,033-370-1613, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211206171_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211206171.png
강원-춘천-2022-00251,개,보더 콜리,흰+검색,암컷,미상,온순함.,2022-06-20,,도화길 6번길 7-12,2022-06-21 ~ 2022-07-01 ,춘천시 동물보호센터 ,강원도 춘천시 신북읍 영서로 3282 (신북읍)  (전)102보충대 주차장 ,033-245-5351 ,강원도 춘천시  ,허성주 ,033-245-5092, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211006182_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211006182.jpg
경기-포천-2022-00513,개,말티즈,흰,수컷,예,양후지 며느리발톱. 송곳니 치석. 사람따름/짖음/활발. 꼬리단미안됨. 털때탐. 양안결막염. 피부질환.,2022-06-20,,가산면 마산리 427-4 인근,2022-06-21 ~ 2022-07-01 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37   ,031-867-9119 ,경기도 포천시  ,차봉환 ,031-538-3883, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206211606248_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206211606248.jpg
경기-포천-2022-00512,개,믹스견,흰,수컷,아니오,양귀쫑긋. 체리색코. 양쪽 주둥이 부분 피부질환. 귀 끝 갈색 털. 기운이 없음. 꼬리단미안됨. 털 때탐.,2022-06-20,,마명리 291-1 일대,2022-06-21 ~ 2022-07-01 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37   ,031-867-9119 ,경기도 포천시  ,차봉환 ,031-538-3883, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206211606558_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206211606558.jpg
경기-포천-2022-00511,개,믹스견,흰/갈,암컷,미상,양귀쫑긋. 코갈색. 양후지 마비증상. 우후지 발등상처. 사람따름/얌전함. 꼬리단미안됨. 털때탐.,2022-06-20,,소흘읍 송우리 641-116 일대,2022-06-21 ~ 2022-07-01 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37   ,031-867-9119 ,경기도 포천시  ,차봉환 ,031-538-3883, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206211606751_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206211606751.jpg
경기-포천-2022-00510,개,닥스훈트,검/갈,암컷,미상,체리무늬의 목줄(파란색+분홍).백내장.반쪽털김.사람따름/얌전.꼬리단미안됨.털때탐.칩있음.치석.피부질환.,2022-06-20,,가산면 가산로 13-94 일대,2022-06-21 ~ 2022-07-01 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37   ,031-867-9119 ,경기도 포천시  ,차봉환 ,031-538-3883, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/20220621160614_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/20220621160614.jpg
경기-양주-2022-00238,개,믹스견,갈,수컷,아니오,양귀처짐. 검정코. 사람에게 안김/온순함. 꼬리단미안됨. 털상태양호.,2022-06-20,,평화로 1475번길 377 일대,2022-06-21 ~ 2022-07-01 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37 (남면)   ,031-867-9119 ,경기도 양주시  ,양주시 동물보호팀 ,031-8082-7361, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211406430_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211406430.jpg
경기-의정부-2022-00155,개,믹스견,갈/흰,암컷,미상,검정바탕+빨간줄무늬 하네스/리드줄. 양귀쫑긋. 코검정. 사람따름. 꼬리단미안됨. 털때탐.,2022-06-20,,신곡동 813-2 인근,2022-06-21 ~ 2022-07-01 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37 (남면)   ,031-867-9119 ,경기도 의정부시  ,이인애 ,031-828-4083, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211406339_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211406339.jpg
경기-의정부-2022-00153,개,웰시 코기 카디건,갈/흰,수컷,아니오,양귀쫑긋. 콧등에 검정얼룩. 검정코. 가슴/배 부분 흰색털. 쾌활함/사람좋아함/사람에게 안김. 잠복고환.,2022-06-20,,의정부동 26-6 에이스동물병원 인근,2022-06-21 ~ 2022-07-01 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37 (남면)   ,031-867-9119 ,경기도 의정부시  ,이인애 ,031-828-4083, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211406851_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211406851.jpg
울산-중구-2022-00170,개,믹스견,흰색/갈색,암컷,미상,교통사고추정/숨만겨우 쉼/골반 3곳 골절/방광/대장출혈/병원진료후 입소,2022-06-20,,남외동 97-13인근 삼거리,2022-06-21 ~ 2022-07-01 ,울산유기동물보호센터 ,울산광역시 울주군 온양읍 화산발리로 543 (온양읍)   ,052-238-6113 ,울산광역시 중구  ,권나영(중구청) ,052-290-3333, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211006233_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211006233.jpg
대전-대덕-2022-00142,개,믹스견,황색,암컷,미상,5개월령 추정,2022-06-20,,계족산로 81번길 74주변,2022-06-21 ~ 2022-07-01 ,대전동물보호센터 ,대전광역시 유성구 금남구즉로 1234 (금고동)  대전광역시 동물보호센터 ,042-825-1118 ,대전광역시 대덕구  ,대덕구 ,042-608-6951, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206210906894_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206210906894.jpg
대전-대덕-2022-00141,개,믹스견,검백,수컷,미상,,2022-06-20,,중리동 중리지구대 주변,2022-06-21 ~ 2022-07-01 ,대전동물보호센터 ,대전광역시 유성구 금남구즉로 1234 (금고동)  대전광역시 동물보호센터 ,042-825-1118 ,대전광역시 대덕구  ,대덕구 ,042-608-6951, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206210906731_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206210906731.jpg
인천-남동-2022-00274,개,말티즈,흰색,수컷,아니오,"털관리 안되어있음, 치석이 많이 낌, 혀나옴",2022-06-20,,남동구 서창남로 17 서창베타체아파트,2022-06-21 ~ 2022-07-01 ,인천광역시수의사회 ,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)   ",032-515-7567 ,인천광역시 남동구  ,남동구 ,032-453-6094, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211206567_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206211206567.jpg
